sample.csv,,,,,,,
ÉgÉäÉKéûçè '''18-09-24 09:55:00s,,,,,,,
,,,,,,,
Ch,Mode,Range,Scaling,Ratio,Offset,,
CH1-1-1,îMìdëŒ,500 Åé f.s.,OFF,-,-,,CH1-1-1[Åé]
CH1-1-2,îMìdëŒ,100 Åé f.s.,OFF,-,-,,CH1-1-2[Åé]
CH1-1-3,îMìdëŒ,100 Åé f.s.,OFF,-,-,,CH1-1-3[Åé]
CH1-1-4,ìdà≥,100 V f.s.,OFF,-,-,,CH1-1-4[V]
CH1-1-5,ìdà≥,100 V f.s.,OFF,-,-,,CH1-1-5[V]
CH1-1-6,ìdà≥,100 V f.s.,OFF,-,-,,CH1-1-6[V]
CH1-1-7,ìdà≥,100 V f.s.,OFF,-,-,,CH1-1-7[V]
,,,,,,,
Time,CH1-1-1[Åé],CH1-1-2[Åé],CH1-1-3[Åé],CH1-1-4[V],CH1-1-5[V],CH1-1-6[V],CH1-1-7[V]
'18-09-24 09:57:55s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:57:56s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:57:57s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:57:58s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:57:59s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:00s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:01s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:02s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:03s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:04s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:05s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:06s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:07s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:08s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:09s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:10s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:11s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:12s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:13s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:14s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:15s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:16s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:17s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:18s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:19s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:20s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:21s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:22s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:23s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:24s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:25s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:26s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:27s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:28s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:29s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:30s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:31s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:32s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:33s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:34s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:35s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:36s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:37s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:38s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:39s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:40s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:41s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:42s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:43s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:44s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:45s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:46s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:47s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:48s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:49s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:50s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:51s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:52s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.07E+01
'18-09-24 09:58:53s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:54s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:55s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:56s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:57s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:58s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:58:59s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:00s,2.63E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:01s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:02s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:03s,2.68E+01,2.66E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:04s,2.68E+01,2.66E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:05s,2.68E+01,2.66E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:06s,2.68E+01,2.66E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:07s,2.68E+01,2.66E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:08s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:09s,2.68E+01,2.66E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:10s,2.68E+01,2.66E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:11s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:12s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:13s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:14s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:15s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:16s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:17s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:18s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:19s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:20s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:21s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:22s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:23s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:24s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:25s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:26s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:27s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:28s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:29s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:30s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:31s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:32s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:33s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:34s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.07E+01
'18-09-24 09:59:35s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:36s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:37s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:38s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:39s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:40s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:41s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:42s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:43s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:44s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:45s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:46s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:47s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:48s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:49s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.07E+01
'18-09-24 09:59:50s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:51s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:52s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:53s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:54s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:55s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:56s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:57s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:58s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 09:59:59s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:00s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:01s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:02s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:03s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:04s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:05s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:06s,2.68E+01,2.66E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:07s,2.68E+01,2.65E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:08s,2.65E+01,2.66E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:09s,2.65E+01,2.66E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:10s,2.68E+01,2.66E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:11s,2.65E+01,2.66E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:12s,2.68E+01,2.66E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:13s,2.65E+01,2.66E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:14s,2.65E+01,2.66E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:15s,2.68E+01,2.66E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.07E+01
'18-09-24 10:00:16s,2.68E+01,2.66E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:17s,2.68E+01,2.66E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.07E+01
'18-09-24 10:00:18s,2.68E+01,2.66E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:19s,2.68E+01,2.67E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.07E+01
'18-09-24 10:00:20s,2.68E+01,2.67E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:21s,2.68E+01,2.67E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:22s,2.68E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:23s,2.68E+01,2.68E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:24s,2.68E+01,2.68E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:25s,2.68E+01,2.67E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:26s,2.68E+01,2.67E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:27s,2.68E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:28s,2.68E+01,2.67E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:29s,2.68E+01,2.68E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:30s,2.68E+01,2.68E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:31s,2.68E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:32s,2.68E+01,2.68E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:33s,2.68E+01,2.69E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:34s,2.68E+01,2.63E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:35s,2.68E+01,2.48E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:36s,2.68E+01,2.49E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:37s,2.68E+01,2.47E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:38s,2.68E+01,2.47E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:39s,2.68E+01,2.47E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:40s,2.68E+01,2.45E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:41s,2.68E+01,2.45E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:42s,2.68E+01,2.46E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:43s,2.68E+01,2.46E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:44s,2.68E+01,2.46E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:45s,2.68E+01,2.46E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:46s,2.68E+01,2.45E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:47s,2.68E+01,2.46E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:48s,2.68E+01,2.46E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:49s,2.68E+01,2.47E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:50s,2.68E+01,2.45E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.07E+01
'18-09-24 10:00:51s,2.68E+01,2.45E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:52s,2.68E+01,2.41E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:53s,2.68E+01,2.43E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:54s,2.68E+01,2.30E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:55s,2.68E+01,2.29E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:56s,2.68E+01,2.30E+01,2.48E+01,2.07E+01,2.07E+01,2.08E+01,2.08E+01
'18-09-24 10:00:57s,2.68E+01,2.41E+01,2.47E+01,2.07E+01,2.07E+01,2.08E+01,2.07E+01
'18-09-24 10:00:58s,2.68E+01,2.41E+01,2.47E+01,2.07E+01,2.06E+01,2.07E+01,2.07E+01
'18-09-24 10:00:59s,2.68E+01,2.42E+01,2.47E+01,2.07E+01,2.07E+01,2.07E+01,2.07E+01
'18-09-24 10:01:00s,2.68E+01,2.41E+01,2.48E+01,2.06E+01,2.06E+01,2.07E+01,2.07E+01
'18-09-24 10:01:01s,2.68E+01,2.29E+01,2.47E+01,2.08E+01,2.08E+01,2.05E+01,2.05E+01
'18-09-24 10:01:02s,2.68E+01,2.41E+01,2.47E+01,2.08E+01,2.08E+01,2.05E+01,2.08E+01
'18-09-24 10:01:03s,2.65E+01,2.29E+01,2.47E+01,2.03E+01,2.03E+01,2.08E+01,2.08E+01
'18-09-24 10:01:04s,2.68E+01,2.29E+01,2.47E+01,2.03E+01,2.03E+01,2.08E+01,2.03E+01
'18-09-24 10:01:05s,2.68E+01,2.30E+01,2.47E+01,2.02E+01,2.02E+01,2.08E+01,2.03E+01
'18-09-24 10:01:06s,2.68E+01,2.30E+01,2.47E+01,2.02E+01,2.02E+01,2.03E+01,2.03E+01
'18-09-24 10:01:07s,2.68E+01,2.29E+01,2.47E+01,2.02E+01,2.02E+01,2.03E+01,2.03E+01
'18-09-24 10:01:08s,2.65E+01,2.29E+01,2.48E+01,2.02E+01,2.02E+01,2.03E+01,2.03E+01
'18-09-24 10:01:09s,2.65E+01,2.30E+01,2.47E+01,2.01E+01,2.01E+01,2.03E+01,2.02E+01
'18-09-24 10:01:10s,2.65E+01,2.30E+01,2.48E+01,2.01E+01,2.01E+01,2.03E+01,2.03E+01
'18-09-24 10:01:11s,2.65E+01,2.29E+01,2.47E+01,2.01E+01,2.01E+01,2.02E+01,2.02E+01
'18-09-24 10:01:12s,2.65E+01,2.41E+01,2.47E+01,2.01E+01,2.01E+01,2.02E+01,2.02E+01
'18-09-24 10:01:13s,2.65E+01,2.29E+01,2.47E+01,1.30E+01,1.30E+01,2.01E+01,2.02E+01
'18-09-24 10:01:14s,2.65E+01,2.41E+01,2.47E+01,1.30E+01,1.30E+01,2.01E+01,2.01E+01
'18-09-24 10:01:15s,2.65E+01,2.29E+01,2.47E+01,1.30E+01,1.30E+01,2.01E+01,2.01E+01
'18-09-24 10:01:16s,2.65E+01,2.29E+01,2.48E+01,2.19E+01,2.19E+01,1.30E+01,1.30E+01
'18-09-24 10:01:17s,2.65E+01,2.30E+01,2.47E+01,2.19E+01,2.19E+01,1.30E+01,1.30E+01
'18-09-24 10:01:18s,2.65E+01,2.29E+01,2.48E+01,2.17E+01,2.17E+01,2.19E+01,2.18E+01
'18-09-24 10:01:19s,2.65E+01,2.30E+01,2.47E+01,2.17E+01,2.17E+01,2.19E+01,2.18E+01
'18-09-24 10:01:20s,2.65E+01,2.30E+01,2.48E+01,2.17E+01,2.17E+01,2.18E+01,2.18E+01
'18-09-24 10:01:21s,2.65E+01,2.29E+01,2.48E+01,2.17E+01,2.17E+01,2.18E+01,2.18E+01
'18-09-24 10:01:22s,2.66E+01,2.29E+01,2.47E+01,2.17E+01,2.17E+01,2.18E+01,2.18E+01
'18-09-24 10:01:23s,2.65E+01,2.29E+01,2.47E+01,2.17E+01,2.17E+01,2.18E+01,2.18E+01
'18-09-24 10:01:24s,2.66E+01,2.29E+01,2.47E+01,2.17E+01,2.17E+01,2.18E+01,2.18E+01
'18-09-24 10:01:25s,2.66E+01,2.29E+01,2.47E+01,2.17E+01,2.17E+01,2.18E+01,2.18E+01
'18-09-24 10:01:26s,2.66E+01,2.30E+01,2.47E+01,2.17E+01,2.17E+01,2.18E+01,2.18E+01
'18-09-24 10:01:27s,2.66E+01,2.41E+01,2.47E+01,2.17E+01,2.17E+01,2.18E+01,2.18E+01
'18-09-24 10:01:28s,2.66E+01,2.30E+01,2.47E+01,2.17E+01,2.17E+01,2.18E+01,2.18E+01
